index,wav_path,text,model,language
24,/home/hg23463/images-that-sound/data/raw_audio_50/000024.wav,heavy industry man station,tts_models/en/ljspeech/tacotron2-DDC,en
25,/home/hg23463/images-that-sound/data/raw_audio_50/000025.wav,anyone field nation spend,tts_models/en/ljspeech/tacotron2-DDC,en
26,/home/hg23463/images-that-sound/data/raw_audio_50/000026.wav,grow heat serve worker,tts_models/en/ljspeech/tacotron2-DDC,en
27,/home/hg23463/images-that-sound/data/raw_audio_50/000027.wav,camera little road training,tts_models/en/ljspeech/tacotron2-DDC,en
28,/home/hg23463/images-that-sound/data/raw_audio_50/000028.wav,figure loss prove very,tts_models/en/ljspeech/tacotron2-DDC,en
29,/home/hg23463/images-that-sound/data/raw_audio_50/000029.wav,ability important lay rate,tts_models/en/ljspeech/tacotron2-DDC,en
30,/home/hg23463/images-that-sound/data/raw_audio_50/000030.wav,court disease face many,tts_models/en/ljspeech/tacotron2-DDC,en
31,/home/hg23463/images-that-sound/data/raw_audio_50/000031.wav,article me rather tough,tts_models/en/ljspeech/tacotron2-DDC,en
32,/home/hg23463/images-that-sound/data/raw_audio_50/000032.wav,behavior probably thank threat,tts_models/en/ljspeech/tacotron2-DDC,en
33,/home/hg23463/images-that-sound/data/raw_audio_50/000033.wav,democratic fine side study,tts_models/en/ljspeech/tacotron2-DDC,en
34,/home/hg23463/images-that-sound/data/raw_audio_50/000034.wav,her patient rock start,tts_models/en/ljspeech/tacotron2-DDC,en
35,/home/hg23463/images-that-sound/data/raw_audio_50/000035.wav,between different instead want,tts_models/en/ljspeech/tacotron2-DDC,en
36,/home/hg23463/images-that-sound/data/raw_audio_50/000036.wav,rest seem spend stop,tts_models/en/ljspeech/tacotron2-DDC,en
37,/home/hg23463/images-that-sound/data/raw_audio_50/000037.wav,build his situation whose,tts_models/en/ljspeech/tacotron2-DDC,en
38,/home/hg23463/images-that-sound/data/raw_audio_50/000038.wav,everybody middle social teacher,tts_models/en/ljspeech/tacotron2-DDC,en
39,/home/hg23463/images-that-sound/data/raw_audio_50/000039.wav,describe push threat two,tts_models/en/ljspeech/tacotron2-DDC,en
40,/home/hg23463/images-that-sound/data/raw_audio_50/000040.wav,listen place popular stage,tts_models/en/ljspeech/tacotron2-DDC,en
41,/home/hg23463/images-that-sound/data/raw_audio_50/000041.wav,either purpose same table,tts_models/en/ljspeech/tacotron2-DDC,en
42,/home/hg23463/images-that-sound/data/raw_audio_50/000042.wav,deep employee low to,tts_models/en/ljspeech/tacotron2-DDC,en
43,/home/hg23463/images-that-sound/data/raw_audio_50/000043.wav,call growth into standard,tts_models/en/ljspeech/tacotron2-DDC,en
44,/home/hg23463/images-that-sound/data/raw_audio_50/000044.wav,dark near send together,tts_models/en/ljspeech/tacotron2-DDC,en
45,/home/hg23463/images-that-sound/data/raw_audio_50/000045.wav,actually maintain treatment violence,tts_models/en/ljspeech/tacotron2-DDC,en
46,/home/hg23463/images-that-sound/data/raw_audio_50/000046.wav,certain letter onto or,tts_models/en/ljspeech/tacotron2-DDC,en
47,/home/hg23463/images-that-sound/data/raw_audio_50/000047.wav,coach eat return without,tts_models/en/ljspeech/tacotron2-DDC,en
48,/home/hg23463/images-that-sound/data/raw_audio_50/000048.wav,a financial reach scientist,tts_models/en/ljspeech/tacotron2-DDC,en
49,/home/hg23463/images-that-sound/data/raw_audio_50/000049.wav,add budget last speak,tts_models/en/ljspeech/tacotron2-DDC,en
50,/home/hg23463/images-that-sound/data/raw_audio_50/000050.wav,ahead article be police,tts_models/en/ljspeech/tacotron2-DDC,en
1,/home/hg23463/images-that-sound/data/raw_audio_50/000001.wav,come customer management serve,tts_models/en/ljspeech/tacotron2-DDC,en
2,/home/hg23463/images-that-sound/data/raw_audio_50/000002.wav,ball member perform throughout,tts_models/en/ljspeech/tacotron2-DDC,en
3,/home/hg23463/images-that-sound/data/raw_audio_50/000003.wav,effect person time victim,tts_models/en/ljspeech/tacotron2-DDC,en
4,/home/hg23463/images-that-sound/data/raw_audio_50/000004.wav,control out special success,tts_models/en/ljspeech/tacotron2-DDC,en
5,/home/hg23463/images-that-sound/data/raw_audio_50/000005.wav,each just move time,tts_models/en/ljspeech/tacotron2-DDC,en
6,/home/hg23463/images-that-sound/data/raw_audio_50/000006.wav,base billion central degree,tts_models/en/ljspeech/tacotron2-DDC,en
7,/home/hg23463/images-that-sound/data/raw_audio_50/000007.wav,challenge effect finish plan,tts_models/en/ljspeech/tacotron2-DDC,en
8,/home/hg23463/images-that-sound/data/raw_audio_50/000008.wav,single walk woman year,tts_models/en/ljspeech/tacotron2-DDC,en
9,/home/hg23463/images-that-sound/data/raw_audio_50/000009.wav,food risk work your,tts_models/en/ljspeech/tacotron2-DDC,en
10,/home/hg23463/images-that-sound/data/raw_audio_50/000010.wav,above industry key such,tts_models/en/ljspeech/tacotron2-DDC,en
11,/home/hg23463/images-that-sound/data/raw_audio_50/000011.wav,agent development do usually,tts_models/en/ljspeech/tacotron2-DDC,en
12,/home/hg23463/images-that-sound/data/raw_audio_50/000012.wav,against environmental movie year,tts_models/en/ljspeech/tacotron2-DDC,en
13,/home/hg23463/images-that-sound/data/raw_audio_50/000013.wav,but father part partner,tts_models/en/ljspeech/tacotron2-DDC,en
14,/home/hg23463/images-that-sound/data/raw_audio_50/000014.wav,allow decide show suggest,tts_models/en/ljspeech/tacotron2-DDC,en
15,/home/hg23463/images-that-sound/data/raw_audio_50/000015.wav,arrive cut grow task,tts_models/en/ljspeech/tacotron2-DDC,en
16,/home/hg23463/images-that-sound/data/raw_audio_50/000016.wav,easy morning resource seek,tts_models/en/ljspeech/tacotron2-DDC,en
17,/home/hg23463/images-that-sound/data/raw_audio_50/000017.wav,adult here stand tough,tts_models/en/ljspeech/tacotron2-DDC,en
18,/home/hg23463/images-that-sound/data/raw_audio_50/000018.wav,finger member military when,tts_models/en/ljspeech/tacotron2-DDC,en
19,/home/hg23463/images-that-sound/data/raw_audio_50/000019.wav,always hospital somebody tonight,tts_models/en/ljspeech/tacotron2-DDC,en
20,/home/hg23463/images-that-sound/data/raw_audio_50/000020.wav,better eight half stage,tts_models/en/ljspeech/tacotron2-DDC,en
21,/home/hg23463/images-that-sound/data/raw_audio_50/000021.wav,Republican beat material record,tts_models/en/ljspeech/tacotron2-DDC,en
22,/home/hg23463/images-that-sound/data/raw_audio_50/000022.wav,draw her theory write,tts_models/en/ljspeech/tacotron2-DDC,en
23,/home/hg23463/images-that-sound/data/raw_audio_50/000023.wav,dead draw point throughout,tts_models/en/ljspeech/tacotron2-DDC,en
24,/home/hg23463/images-that-sound/data/raw_audio_50/000024.wav,heart later never series,tts_models/en/ljspeech/tacotron2-DDC,en
25,/home/hg23463/images-that-sound/data/raw_audio_50/000025.wav,economy institution kitchen serious,tts_models/en/ljspeech/tacotron2-DDC,en
26,/home/hg23463/images-that-sound/data/raw_audio_50/000026.wav,address college plan treatment,tts_models/en/ljspeech/tacotron2-DDC,en
27,/home/hg23463/images-that-sound/data/raw_audio_50/000027.wav,forget hit morning ready,tts_models/en/ljspeech/tacotron2-DDC,en
28,/home/hg23463/images-that-sound/data/raw_audio_50/000028.wav,concern fail future hard,tts_models/en/ljspeech/tacotron2-DDC,en
29,/home/hg23463/images-that-sound/data/raw_audio_50/000029.wav,PM assume case finger,tts_models/en/ljspeech/tacotron2-DDC,en
30,/home/hg23463/images-that-sound/data/raw_audio_50/000030.wav,member program range unit,tts_models/en/ljspeech/tacotron2-DDC,en
31,/home/hg23463/images-that-sound/data/raw_audio_50/000031.wav,air happen that upon,tts_models/en/ljspeech/tacotron2-DDC,en
32,/home/hg23463/images-that-sound/data/raw_audio_50/000032.wav,check hundred onto red,tts_models/en/ljspeech/tacotron2-DDC,en
33,/home/hg23463/images-that-sound/data/raw_audio_50/000033.wav,beautiful city maintain someone,tts_models/en/ljspeech/tacotron2-DDC,en
34,/home/hg23463/images-that-sound/data/raw_audio_50/000034.wav,beat structure visit want,tts_models/en/ljspeech/tacotron2-DDC,en
35,/home/hg23463/images-that-sound/data/raw_audio_50/000035.wav,by house special threat,tts_models/en/ljspeech/tacotron2-DDC,en
36,/home/hg23463/images-that-sound/data/raw_audio_50/000036.wav,I past rock seem,tts_models/en/ljspeech/tacotron2-DDC,en
37,/home/hg23463/images-that-sound/data/raw_audio_50/000037.wav,computer space specific top,tts_models/en/ljspeech/tacotron2-DDC,en
38,/home/hg23463/images-that-sound/data/raw_audio_50/000038.wav,industry interesting prevent subject,tts_models/en/ljspeech/tacotron2-DDC,en
39,/home/hg23463/images-that-sound/data/raw_audio_50/000039.wav,fund really song want,tts_models/en/ljspeech/tacotron2-DDC,en
40,/home/hg23463/images-that-sound/data/raw_audio_50/000040.wav,allow his national yourself,tts_models/en/ljspeech/tacotron2-DDC,en
41,/home/hg23463/images-that-sound/data/raw_audio_50/000041.wav,art establish himself watch,tts_models/en/ljspeech/tacotron2-DDC,en
42,/home/hg23463/images-that-sound/data/raw_audio_50/000042.wav,Republican all do force,tts_models/en/ljspeech/tacotron2-DDC,en
43,/home/hg23463/images-that-sound/data/raw_audio_50/000043.wav,fear help nice traditional,tts_models/en/ljspeech/tacotron2-DDC,en
44,/home/hg23463/images-that-sound/data/raw_audio_50/000044.wav,box course current window,tts_models/en/ljspeech/tacotron2-DDC,en
45,/home/hg23463/images-that-sound/data/raw_audio_50/000045.wav,out sure technology them,tts_models/en/ljspeech/tacotron2-DDC,en
46,/home/hg23463/images-that-sound/data/raw_audio_50/000046.wav,TV age poor these,tts_models/en/ljspeech/tacotron2-DDC,en
47,/home/hg23463/images-that-sound/data/raw_audio_50/000047.wav,card end product wind,tts_models/en/ljspeech/tacotron2-DDC,en
48,/home/hg23463/images-that-sound/data/raw_audio_50/000048.wav,death guess interesting protect,tts_models/en/ljspeech/tacotron2-DDC,en
49,/home/hg23463/images-that-sound/data/raw_audio_50/000049.wav,Congress begin six walk,tts_models/en/ljspeech/tacotron2-DDC,en
50,/home/hg23463/images-that-sound/data/raw_audio_50/000050.wav,alone off production weight,tts_models/en/ljspeech/tacotron2-DDC,en
1,/home/hg23463/images-that-sound/data/raw_audio_50/000001.wav,agree boy face fund method pressure prevent short time,tts_models/en/ljspeech/tacotron2-DDC,en
1,/home/hg23463/images-that-sound/data/raw_audio_50/000001.wav,another bring capital follow marriage music pick provide shot,tts_models/en/ljspeech/tacotron2-DDC,en
2,/home/hg23463/images-that-sound/data/raw_audio_50/000002.wav,break fine floor meet mind music need throw win,tts_models/en/ljspeech/tacotron2-DDC,en
3,/home/hg23463/images-that-sound/data/raw_audio_50/000003.wav,beautiful card drop politics rule structure study subject throughout,tts_models/en/ljspeech/tacotron2-DDC,en
4,/home/hg23463/images-that-sound/data/raw_audio_50/000004.wav,analysis despite interview nor our public team trouble with,tts_models/en/ljspeech/tacotron2-DDC,en
5,/home/hg23463/images-that-sound/data/raw_audio_50/000005.wav,else enough hotel information let part still tell violence,tts_models/en/ljspeech/tacotron2-DDC,en
6,/home/hg23463/images-that-sound/data/raw_audio_50/000006.wav,few for large morning population responsibility shoot thing up,tts_models/en/ljspeech/tacotron2-DDC,en
7,/home/hg23463/images-that-sound/data/raw_audio_50/000007.wav,agency happen newspaper out picture sing until wind yet,tts_models/en/ljspeech/tacotron2-DDC,en
8,/home/hg23463/images-that-sound/data/raw_audio_50/000008.wav,actually central despite piece probably remember shake store wife,tts_models/en/ljspeech/tacotron2-DDC,en
9,/home/hg23463/images-that-sound/data/raw_audio_50/000009.wav,anything career church cup page real send with yard,tts_models/en/ljspeech/tacotron2-DDC,en
10,/home/hg23463/images-that-sound/data/raw_audio_50/000010.wav,able develop down effort exactly fight move read top,tts_models/en/ljspeech/tacotron2-DDC,en
11,/home/hg23463/images-that-sound/data/raw_audio_50/000011.wav,ability budget early kind more occur onto range various,tts_models/en/ljspeech/tacotron2-DDC,en
12,/home/hg23463/images-that-sound/data/raw_audio_50/000012.wav,any area great late long love real some voice,tts_models/en/ljspeech/tacotron2-DDC,en
13,/home/hg23463/images-that-sound/data/raw_audio_50/000013.wav,actually forget love myself now to under water win,tts_models/en/ljspeech/tacotron2-DDC,en
14,/home/hg23463/images-that-sound/data/raw_audio_50/000014.wav,against class employee ever forget send serious trade traditional,tts_models/en/ljspeech/tacotron2-DDC,en
15,/home/hg23463/images-that-sound/data/raw_audio_50/000015.wav,adult baby enjoy executive necessary none short single violence,tts_models/en/ljspeech/tacotron2-DDC,en
16,/home/hg23463/images-that-sound/data/raw_audio_50/000016.wav,bag measure notice others own shoulder stand stock town,tts_models/en/ljspeech/tacotron2-DDC,en
17,/home/hg23463/images-that-sound/data/raw_audio_50/000017.wav,budget citizen death eye him leader present teach water,tts_models/en/ljspeech/tacotron2-DDC,en
18,/home/hg23463/images-that-sound/data/raw_audio_50/000018.wav,ahead base behavior close foreign human marriage south suggest,tts_models/en/ljspeech/tacotron2-DDC,en
19,/home/hg23463/images-that-sound/data/raw_audio_50/000019.wav,before decade every foreign main majority surface task treatment,tts_models/en/ljspeech/tacotron2-DDC,en
20,/home/hg23463/images-that-sound/data/raw_audio_50/000020.wav,I disease free performance read religious require shoot weapon,tts_models/en/ljspeech/tacotron2-DDC,en
21,/home/hg23463/images-that-sound/data/raw_audio_50/000021.wav,TV back food land operation should they trade you,tts_models/en/ljspeech/tacotron2-DDC,en
22,/home/hg23463/images-that-sound/data/raw_audio_50/000022.wav,edge environmental fight imagine member present reveal to voice,tts_models/en/ljspeech/tacotron2-DDC,en
23,/home/hg23463/images-that-sound/data/raw_audio_50/000023.wav,above company deal difficult here lose modern teach wife,tts_models/en/ljspeech/tacotron2-DDC,en
24,/home/hg23463/images-that-sound/data/raw_audio_50/000024.wav,animal dinner form glass increase picture power simply structure,tts_models/en/ljspeech/tacotron2-DDC,en
25,/home/hg23463/images-that-sound/data/raw_audio_50/000025.wav,also but mission poor side themselves want which whom,tts_models/en/ljspeech/tacotron2-DDC,en
26,/home/hg23463/images-that-sound/data/raw_audio_50/000026.wav,artist baby future hope leader right simple special war,tts_models/en/ljspeech/tacotron2-DDC,en
27,/home/hg23463/images-that-sound/data/raw_audio_50/000027.wav,art likely opportunity owner single star try who writer,tts_models/en/ljspeech/tacotron2-DDC,en
28,/home/hg23463/images-that-sound/data/raw_audio_50/000028.wav,ask bad color director just remain seem success watch,tts_models/en/ljspeech/tacotron2-DDC,en
29,/home/hg23463/images-that-sound/data/raw_audio_50/000029.wav,beat consumer draw enter environment not rock seat since,tts_models/en/ljspeech/tacotron2-DDC,en
30,/home/hg23463/images-that-sound/data/raw_audio_50/000030.wav,card culture effort majority pain people practice wish within,tts_models/en/ljspeech/tacotron2-DDC,en
31,/home/hg23463/images-that-sound/data/raw_audio_50/000031.wav,according begin crime key nearly past picture system war,tts_models/en/ljspeech/tacotron2-DDC,en
32,/home/hg23463/images-that-sound/data/raw_audio_50/000032.wav,conference far herself hundred into list none rule size,tts_models/en/ljspeech/tacotron2-DDC,en
33,/home/hg23463/images-that-sound/data/raw_audio_50/000033.wav,center economic field finger operation partner relationship somebody under,tts_models/en/ljspeech/tacotron2-DDC,en
34,/home/hg23463/images-that-sound/data/raw_audio_50/000034.wav,happen hit leg matter period quite thank together tough,tts_models/en/ljspeech/tacotron2-DDC,en
35,/home/hg23463/images-that-sound/data/raw_audio_50/000035.wav,discover father house pretty remain space state there weapon,tts_models/en/ljspeech/tacotron2-DDC,en
36,/home/hg23463/images-that-sound/data/raw_audio_50/000036.wav,check court employee enter institution little maybe stop three,tts_models/en/ljspeech/tacotron2-DDC,en
37,/home/hg23463/images-that-sound/data/raw_audio_50/000037.wav,government gun head high near off skill table victim,tts_models/en/ljspeech/tacotron2-DDC,en
38,/home/hg23463/images-that-sound/data/raw_audio_50/000038.wav,check himself military month number one past seven training,tts_models/en/ljspeech/tacotron2-DDC,en
39,/home/hg23463/images-that-sound/data/raw_audio_50/000039.wav,according agreement because fire human hundred race surface tree,tts_models/en/ljspeech/tacotron2-DDC,en
40,/home/hg23463/images-that-sound/data/raw_audio_50/000040.wav,Congress approach attorney deal difference letter officer thought treatment,tts_models/en/ljspeech/tacotron2-DDC,en
41,/home/hg23463/images-that-sound/data/raw_audio_50/000041.wav,agreement health management most night north point ten whole,tts_models/en/ljspeech/tacotron2-DDC,en
42,/home/hg23463/images-that-sound/data/raw_audio_50/000042.wav,consumer create environmental laugh nature opportunity option physical sport,tts_models/en/ljspeech/tacotron2-DDC,en
43,/home/hg23463/images-that-sound/data/raw_audio_50/000043.wav,adult avoid five garden lose official particularly south stop,tts_models/en/ljspeech/tacotron2-DDC,en
44,/home/hg23463/images-that-sound/data/raw_audio_50/000044.wav,continue die federal image involve lay thus up word,tts_models/en/ljspeech/tacotron2-DDC,en
45,/home/hg23463/images-that-sound/data/raw_audio_50/000045.wav,around couple foot former leader likely room tough yourself,tts_models/en/ljspeech/tacotron2-DDC,en
46,/home/hg23463/images-that-sound/data/raw_audio_50/000046.wav,Mr actually before candidate far sense thought trial true,tts_models/en/ljspeech/tacotron2-DDC,en
47,/home/hg23463/images-that-sound/data/raw_audio_50/000047.wav,away come interest number on policy throw under without,tts_models/en/ljspeech/tacotron2-DDC,en
48,/home/hg23463/images-that-sound/data/raw_audio_50/000048.wav,feeling key national possible range them trial view would,tts_models/en/ljspeech/tacotron2-DDC,en
